title,year,abstract,journal,authors
Ambient Noise Tomography and Machine Learning Models to Reveal Geothermal Structure in the Taupo Volcanic Zone,2023,To reveal potential geothermal fluid flows and temperature  model derived from our machine  learning models using 3D  were lower in existing geothermal reservoirs and through flow,NA,"['C Chhun', 'T Tsuji']"
Using machine learning for stuck pipe prediction as an early warning system for geothermal drilling operation in North Sumatra,2024,Based on this fact we propose to research on three machine learning algorithms which is   stuck pipe incident in geothermal operation. The machine learning algorithm chosen in this,AIP Conference …,"['S Sarwono', 'L Lukas', 'MA Kartawidjaja']"
Research on the day-ahead scheduling optimization method of medium-depth geothermal cascade heating system,2024,"geothermal cascade heating system. Consequently, problems such as low utilization of  geothermal  method for the medium-depth geothermal cascade heating system, integrating the",Journal of Building Engineering,"['S Lu', 'C Li', 'R Wang', 'Y Huo']"
"Final Technical Report-Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region, Nevada",2024,"to identify new conventional geothermal systems in the  of geothermal activity, generated  detailed geothermal potential maps (Figures 1 and 2), and led to discovery of new geothermal",NA,"['JE Faulds', 'CM Smith', 'S Brown', 'M Coolbaugh']"
Contribution of ChatGPT and other generative artificial intelligence (AI) in renewable and sustainable energy,2023,"Role of ChatGPT in Geothermal Energy Artificial Intelligence models like ChatGPT have  the potential to play a significant role in advancing the field of geothermal energy, elevating its",Available at SSRN 4597674,['N Rane']
A Predictive Model of Wellbore Performance in Presence of Carbon Dioxide in Kizildere Geothermal Field,2020,"were used to create the datasets to for machine learning algorithms. A total of 210 datasets   Geothermal Field; however, this approach can easily be applied to other geothermal fields.",… World Geothermal …,"['O Saracoglu', 'A Baser', 'T Akin', 'S Kucuk']"
"DBN with IQPSO Algorithm for Permeability Prediction: A Case Study of the Lizhai Geothermal Field, Zhangye Basin (Northern China)",2023,"In this study, the training data of the geothermal field were utilized to predict the permeability  of the different reservoirs in the east and west. The primary objective was to verify the",Natural Resources Research,"['H Zhang', 'W Wu']"
Artificial intelligence application in a renewable energy-driven desalination system: A critical review,2022,"to predict the input energy density of geothermal energy and waste heat,  geothermal  energy) for desalination to optimize energy variability. By collocating solar energy and geothermal",Energy and AI,"['Q He', 'H Zheng', 'X Ma', 'L Wang', 'H Kong', 'Z Zhu']"
Downhole Temperature Estimation in Geothermal Wells Using a Deep Learning Model Based on LSTM Neural Networks,2024,"machine-learning model that overcomes these limitations, enabling real-time DHT monitoring  in geothermal  Our developed machine learning model offers a reliable and automated",SPE/IADC Drilling …,"['MS Khaled', 'N Wang', 'P Ashok']"
Challenges and opportunities for geothermal exploration and hydrothermal research: Recent advances utilizing geothermal play fairway analysis in the Western USA,2021,"geothermal systems are in their infancy. Thus, an important question is whether artificial  intelligence /machine learning  further reduce risks in geothermal exploration. Considering the",Symposium on the …,"['JE Faulds', 'JW Shervais', 'PE Wannamaker']"
Hydrodynamic prediction of geothermal water injection using machine learning,2023,"This study investigates the use of machine learning to forecast the wellhead pressure of  geothermal  Arthur Samuel, a pioneer in artificial intelligence and a computer scientist, described",NA,['R Hamel']
"Rock mineral volume inversion using statistical and machine learning algorithms for enhanced geothermal systems in Upper Rhine Graben, eastern France",2024,"In response to these challenges, advances in artificial intelligence (AI) have been leveraged.  In recent years, several investigations have delved into diverse machine learning (ML)",… : Machine Learning …,"['P Joshua', 'G Marquis', 'V Maurer', 'C Glaas']"
Challenges and Recent Advances in Modeling and Simulation of Geothermal Systems,2024,"energy, focusing on the geological characteristics of the Tengchong geothermal field in  China (geothermal gradient of 50 K/km, buried depth of 6250–6750 m). The simulation results",SPE Western Regional …,"['C Temizel', 'U Odi', 'C Cetin', 'Y Pamukcu']"
Geothermal Detection Study Using Remote Sensing Data by Combining Machine Learning and Deep Learning: A Case Study of Huanggang City,NA,"sensing (RS) data and artificial intelligence (AI)  geothermal detection, this study designs  a geothermal detection method based on RS and AI, taking into account 11 various geothermal",Available at SSRN 4939951,"['H Feng', 'Q Hu', 'P Zhao', 'M Ai']"
A Comparative Analysis of Machine Learning Techniques for Geothermal Wells' Drilling Rate of Penetration (ROP) Prediction,2024,"for refining predictive models in geothermal drilling applications, ensuring robustness and   becomes apparent, unlocking a new realm of possibilities for the geothermal energy sector.",SPE/AAPG/SEG …,"['T Yehia', 'M Gasser', 'H Ebaid', 'N Meehan']"
The Use Of Machine Learning in Geothermal Reservoir Rock Typing: Indonesia Case Study,NA,"We present the use of machine learning in characterizing the lithology that composes a well   geothermal reservoir, Indonesia. We compare the results of rules-based machine learning",NA,"['M Ikhwan', 'TRM Sastranegara', 'J Anggraini', 'PG Energy']"
Comparative thermodynamic evaluation of a geothermal power plant by using the advanced exergy and artificial bee colony methods,2018,"In this study for first time, the exergy efficiency of a geothermal power system will be optimized  with the ABC method and additionally the thermodynamic performance of the geothermal",Energy,"['O Özkaraca', 'A Keçebaş', 'C Demircan']"
An integrated multi-objective optimization method to improve the performance of multilateral-well geothermal system,2021,Although an enhanced geothermal system (EGS) is proposed to extract heat from deep hot   loss were observed in geothermal development. Rosemanowes geothermal project in the UK,Renewable Energy,"['G Song', 'X Song', 'G Li', 'Y Shi', 'G Wang', 'J Ji', 'F Xu']"
Overview on artificial intelligence in design of Organic Rankine Cycle,2020,"As a promising technology for the utilization of low and medium temperature heat source,  ORC is widely used in the utilization of solar energy, geothermal, waste heat and ocean",Energy and AI,"['D Zhao', 'S Deng', 'L Zhao', 'W Xu', 'W Wang', 'X Nie']"
"Well placement optimization for large-scale geothermal energy exploitation considering nature hydro-thermal processes in the Gonghe Basin, China",2021,"wells were located sparsely in entire geothermal field, and “intensive well  geothermal  reservoirs, provides important reference to the other geothermal field for large-scale geothermal",Journal of Cleaner …,"['S Zhang', 'Z Jiang', 'S Zhang', 'Q Zhang', 'G Feng']"
Application of artificial intelligence techniques to estimate the static Poisson's ratio based on wireline log data,2018,Fahrenthold and Gray [15] concluded that shales rock exhibited lower elastic parameters  as compared to neighboring sandstone from a Gulf Coast geopressured-geothermal well. For,Journal of Energy Resources …,['S Elkatatny']
Robotic Solutions for Geothermal and Energy Sector Monitoring with IoT Random Forest Algorithm,2024,methods are used to classify faults in geothermal power plant essential engines in this   geothermal power plant sector improve defect detection using sensor data and machine learning,2024 10th …,"['VV Baskar', 'R Raman', 'PP Kantilal']"
Determining Geothermal Resource Potential of Northeast Oklahoma Through Machine Learning Techniques,2023,"utilization of geothermal energy, yet high costs and risks remain a barrier to geothermal  becoming a  A large portion of these risks and costs come in the exploration stages of geothermal",NA,['SM Pinnoo']
Enhanced Geothermal System Performance Prediction Based on Deep Learning Neural Networks,2023,"As a core technology of artificial intelligence algorithms, deep learning has been widely  applied in various scientific and engineering fields in recent years. Researchers have also",International Conference on …,"['CY Zhu', 'D Huang', 'B Yu', 'L Gong', 'MH Xu']"
